
<!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.01 Transitional//EN" "http://www.w3.org/TR/html4/loose.dtd">









<html>
<head>
<meta http-equiv="Content-Type" content="text/html; charset=ISO-8859-1">
<title>Insert title here</title>
</head>
<body>
"obstime","tempr","rh","ws","wd","ap"
2012-07-16 23:00:00,-18.33,63.62,16.24,231.99,952
2012-07-17 00:00:00,-17.77,64.02,16.78,233.5,951.72
2012-07-17 01:00:00,-17.48,64.32,17.39,234.85,951.01
2012-07-17 02:00:00,-17.27,58.73,17.04,238.51,951
2012-07-17 03:00:00,-16.89,56.81,18.38,238.52,951
2012-07-17 04:00:00,-16.59,53.7,19.36,238.1,950.3
2012-07-17 05:00:00,-16.83,61.32,19.14,235.4,950
2012-07-17 06:00:00,-16.84,66.47,18.94,234.55,950.04
2012-07-17 07:00:00,-16.51,58.83,18.78,237.01,950.99
2012-07-17 08:00:00,-16.48,62.4,18.33,234.93,950.99
2012-07-17 09:00:00,-16.35,66.51,18.12,232.81,950.79
2012-07-17 10:00:00,-16.13,61.53,15.56,231.43,950.99
2012-07-17 11:00:00,-15.84,55.25,15.21,237.29,951
2012-07-17 12:00:00,-15.64,54,17.57,236.74,950.91
2012-07-17 13:00:00,-15.9,66.6,17.71,233.94,950.28
2012-07-17 14:00:00,-15.76,67.94,15.39,232.06,950.99
2012-07-17 15:00:00,-15.69,65.83,13.46,228.45,951
2012-07-17 16:00:00,-15.39,60.54,13.2,223.8,951
2012-07-17 17:00:00,-15.28,55.82,12.14,215.93,951
2012-07-17 18:00:00,-15.28,53.88,11.61,216.61,951
2012-07-17 19:00:00,-15.14,51.94,11.86,207.27,950.67
2012-07-17 20:00:00,-14.86,50.13,11.06,219.27,950.12
2012-07-17 21:00:00,-14.56,49.64,11.53,209.03,950
2012-07-17 22:00:00,-14.06,49.73,11.53,200.92,950
2012-07-17 23:00:00,-14.22,51.71,11.67,188.26,950
2012-07-18 00:00:00,-14.66,51.28,12.8,180.38,950
2012-07-18 01:00:00,-14.97,50.86,12.27,175.51,950
2012-07-18 02:00:00,-15.2,50.07,11.86,172.05,950
2012-07-18 03:00:00,-15.41,49.89,11.75,171.75,950
2012-07-18 04:00:00,-15.94,50.19,11.91,171.05,950
2012-07-18 05:00:00,-16.13,50.06,12.15,170.73,950
2012-07-18 06:00:00,-15.84,48.67,8.47,183.29,950.46
2012-07-18 07:00:00,-16.03,50.36,8.54,174.89,951
2012-07-18 08:00:00,-15.74,49.07,5.06,179.21,951.72
2012-07-18 09:00:00,-16.02,49.39,7.87,175.56,951.21
2012-07-18 10:00:00,-16.09,47.59,9.79,173.84,951.12
2012-07-18 11:00:00,-16.81,48.79,10.63,172.87,951.57
2012-07-18 12:00:00,-16.82,47.76,8.37,173.01,952
2012-07-18 13:00:00,-16.96,48.7,7.9,170.14,952
2012-07-18 14:00:00,-18.36,51.15,8.19,165.97,952
2012-07-18 15:00:00,-18.37,50.96,6.32,164.42,952.1
2012-07-18 16:00:00,-17.91,47.07,2.43,146,953
2012-07-18 17:00:00,-18.55,47.5,3.88,190.97,953
2012-07-18 18:00:00,-19.73,49.34,5.74,165.82,953
2012-07-18 19:00:00,-19.94,49.08,3.69,188.2,953
2012-07-18 20:00:00,-20.32,51.43,1.66,166.41,953
2012-07-18 21:00:00,-21.58,53.36,1.65,223.62,952.84
2012-07-18 22:00:00,-21.12,48.85,4.41,182.93,952.01
2012-07-18 23:00:00,-21.08,48.56,3.66,183.9,952
2012-07-19 00:00:00,-22.2,52.76,2.27,209.41,952
2012-07-19 01:00:00,-20.96,49.25,7.3,178.74,951.9
2012-07-19 02:00:00,-20.73,48.02,5.2,181.71,951.19
2012-07-19 03:00:00,-21.96,48.15,2.17,244.8,951
2012-07-19 04:00:00,-22.36,48.74,2.23,225.84,951
2012-07-19 05:00:00,-20.61,44.42,9.98,202.93,950.23
2012-07-19 06:00:00,-19.74,44.44,14.12,193.14,950
2012-07-19 07:00:00,-19.5,46.03,15.58,196.99,950
2012-07-19 08:00:00,-18.82,47.86,15.87,199.88,950
2012-07-19 09:00:00,-18.76,49.97,16.57,196.23,950
2012-07-19 10:00:00,-18.77,51.63,16.7,196.16,950
2012-07-19 11:00:00,-19.17,52.93,16.06,193.78,950
2012-07-19 12:00:00,-19.08,50.76,15.03,188.64,950
2012-07-19 13:00:00,-19.37,49.2,14.32,190.32,950
2012-07-19 14:00:00,-18.65,47.54,14.52,194.2,949.75
2012-07-19 15:00:00,-18.76,47.36,13.44,194.31,949.29
2012-07-19 16:00:00,-18.43,46.51,12.61,198.31,949
2012-07-19 17:00:00,-17.58,46.6,12.32,200.38,948.26
2012-07-19 18:00:00,-17.61,45.48,11.62,207.66,947.94
2012-07-19 19:00:00,-17.85,44.63,11.73,208.94,947.26
2012-07-19 20:00:00,-18.09,46.97,11.12,215.72,947
2012-07-19 21:00:00,-17.82,46.44,11.71,228.02,946.08
2012-07-19 22:00:00,-17.83,47.17,12.51,227.16,945.25
2012-07-19 23:00:00,-17.87,46.8,12.04,228.56,945
2012-07-20 00:00:00,-18.01,48.03,11.04,229.83,944.89
2012-07-20 01:00:00,-17.96,53.77,12.05,228.82,944
2012-07-20 02:00:00,-18.27,63.87,12.29,225.58,944
2012-07-20 03:00:00,-17.91,48.59,11.47,225.34,944
2012-07-20 04:00:00,-18.11,50.72,10.33,218.39,943.3
2012-07-20 05:00:00,-18.19,49.5,12.52,204.55,943.27
2012-07-20 06:00:00,-18.15,47.86,13.02,202.75,944
2012-07-20 07:00:00,-18.13,45.85,11.09,202.94,944.44
2012-07-20 08:00:00,-18.91,50.06,12.46,184.53,945
2012-07-20 09:00:00,-18.5,48.41,15.24,191.66,945.07
2012-07-20 10:00:00,-19.8,47.93,15.01,189.21,945.99
2012-07-20 11:00:00,-20.21,47.43,15.05,185.92,946.41
2012-07-20 12:00:00,-21.45,46.91,14.2,178.75,947.4
2012-07-20 13:00:00,-20.82,45.84,13.21,176.3,948
2012-07-20 14:00:00,-20.33,41.17,11.2,170.83,948.64
2012-07-20 15:00:00,-21.63,42.95,9.43,163.2,949.01
2012-07-20 16:00:00,-21.79,41.1,4.01,156.87,949.7
2012-07-20 17:00:00,-22.64,42.57,6.76,157.51,949
2012-07-20 18:00:00,-23.31,43.34,7.4,157.16,949.02
2012-07-20 19:00:00,-22.79,41.47,5.94,182.3,949
2012-07-20 20:00:00,-25.88,49.84,2,194.13,949.16
2012-07-20 21:00:00,-25.17,52.02,2.34,98.69,949
2012-07-20 22:00:00,-25.67,50.99,1.41,172,949
2012-07-20 23:00:00,-25.07,46.42,3.34,148.12,948.46
2012-07-21 00:00:00,-24.51,42.01,3.09,190.86,948
2012-07-21 01:00:00,-25.94,47.73,2.08,229.22,947.1
2012-07-21 02:00:00,-26.07,48.71,2.01,204.72,946.76
2012-07-21 03:00:00,-26.22,50.94,2.31,170.26,945.77
2012-07-21 04:00:00,-24.73,43.07,4.19,214.74,945
2012-07-21 05:00:00,-24.11,44.46,7.62,245.72,945.26
2012-07-21 06:00:00,-25.79,51.36,4.22,200.48,945.5
2012-07-21 07:00:00,-24.97,50.98,4.93,161.44,944.04
2012-07-21 08:00:00,-25.19,48.63,4.54,253.47,944
2012-07-21 09:00:00,-25.14,50.46,1.8,169.45,944
2012-07-21 10:00:00,-25.07,52.05,2.89,170.09,944.08
2012-07-21 11:00:00,-22.74,48.37,8.74,236.5,944.7
2012-07-21 12:00:00,-22.01,50.42,9.96,235.62,945.02
2012-07-21 13:00:00,-22.39,52.35,9.05,218.06,944.81
2012-07-21 14:00:00,-20.23,55.04,15.79,202.1,944
2012-07-21 15:00:00,-19.76,54.16,15.73,206.2,944.92
2012-07-21 16:00:00,-19.56,54.65,16.1,205.58,945.12
2012-07-21 17:00:00,-19.17,55.93,17.54,203.04,945.92
2012-07-21 18:00:00,-19.06,58.82,17.87,202.85,946.98
2012-07-21 19:00:00,-19,61.34,17.2,202.23,948.12
2012-07-21 20:00:00,-18.76,61.96,17.29,207.38,949
2012-07-21 21:00:00,-18.61,60.52,16.84,207.7,949.91
2012-07-21 22:00:00,-18.66,56.41,15.94,205.97,951.98
2012-07-21 23:00:00,-20.69,53.92,5.32,148.17,955.2
2012-07-22 00:00:00,-21.13,55.51,2.57,173.14,957.42
2012-07-22 01:00:00,-21.26,47.21,7.27,236.38,958.86
2012-07-22 02:00:00,-20.61,45.63,9.17,210.61,960.19
2012-07-22 03:00:00,-20.65,47.12,9.54,207.52,961.34
2012-07-22 04:00:00,-20.46,43.96,7.8,210.93,962.29
2012-07-22 05:00:00,-20.91,45.06,5.2,183.4,963.79
2012-07-22 06:00:00,-21.99,46.84,4.24,189.95,964.52
2012-07-22 07:00:00,-23.15,50.6,1.73,133.17,965
2012-07-22 08:00:00,-22.68,43.38,2.72,128.82,965.36
2012-07-22 09:00:00,-26.43,48.99,2.51,244.01,966
2012-07-22 10:00:00,-25.75,52.03,1.04,186.03,966.96
2012-07-22 11:00:00,-25.31,50.15,1.08,196.52,967
2012-07-22 12:00:00,-26.01,52.15,1.32,118.45,967
2012-07-22 13:00:00,-25.28,48.17,2.54,153.03,967
2012-07-22 14:00:00,-25.8,47.39,3.15,210.71,967.21
2012-07-22 15:00:00,-24.53,47.8,6.58,191.63,967
2012-07-22 16:00:00,-24.65,47.89,2.47,115.73,967
2012-07-22 17:00:00,-24.57,47.63,2.45,122.96,967
2012-07-22 18:00:00,-25.72,46,2.35,197.77,967
2012-07-22 19:00:00,-27.48,52.4,1.37,209.89,967
2012-07-22 20:00:00,-26.72,50.9,2.23,120.28,966.93
2012-07-22 21:00:00,-25.51,44.88,2.98,189.86,966.4
2012-07-22 22:00:00,-25.71,42.94,4.18,197.87,965.99
2012-07-22 23:00:00,-27.54,48.41,2.03,163.62,965.25
2012-07-23 00:00:00,-27.19,47.8,1.23,165.36,965
2012-07-23 01:00:00,-26.52,44.33,1.5,190.39,964.79
2012-07-23 02:00:00,-27.23,45.71,1.45,229.71,964
2012-07-23 03:00:00,-29.46,51.82,2.36,214.18,963.88
2012-07-23 04:00:00,-28.24,49.17,1.7,241.79,962.77
2012-07-23 05:00:00,-27.91,49.65,1.79,128.7,962
2012-07-23 06:00:00,-24.96,46.09,6.77,185.92,961.37
2012-07-23 07:00:00,-25.69,46.89,2.26,142.15,960.49
2012-07-23 08:00:00,-26.91,49.15,2.26,167.64,959.89
2012-07-23 09:00:00,-24.77,48,8.25,184.13,958.94
2012-07-23 10:00:00,-29.32,53.95,3.9,199.52,959.28
2012-07-23 11:00:00,-28.69,53.52,3.69,242.57,958.83
2012-07-23 12:00:00,-27.23,52.07,2.97,183.33,959.62
2012-07-23 13:00:00,-25.94,49.82,2.49,160.93,960.3
2012-07-23 14:00:00,-26.21,52.18,2.85,163.78,961.09
2012-07-23 15:00:00,-23.5,44.82,7.81,197.82,960.26
2012-07-23 16:00:00,-23.42,46.55,7.69,183.47,960.13
2012-07-23 17:00:00,-24.59,46.32,2.3,195.15,961.08
2012-07-23 18:00:00,-24.24,43.66,1.43,202.78,961.05
2012-07-23 19:00:00,-25.08,48.14,1.06,148.69,961.77
2012-07-23 20:00:00,-25.36,49.67,2.01,142.53,962
2012-07-23 21:00:00,-24.96,45.92,2.37,125.72,962
2012-07-23 22:00:00,-26.18,48.66,1.88,185.32,962.51
2012-07-23 23:00:00,-25.11,44.58,3.79,175.86,962.8
2012-07-24 00:00:00,-26.13,45.63,2.05,199.7,963.48
2012-07-24 01:00:00,-24.25,38.91,2.69,227.13,964
2012-07-24 02:00:00,-24.09,38.65,1.58,144.51,964.86
2012-07-24 03:00:00,-23.2,36.37,7.59,216.9,965
2012-07-24 04:00:00,-23.93,36.9,5.3,244.29,965.3
2012-07-24 05:00:00,-23.75,40.75,10.55,223.02,965.87
2012-07-24 06:00:00,-24.21,41.08,9.81,217.12,967
2012-07-24 07:00:00,-24.05,37.15,9.5,210.56,967.48
2012-07-24 08:00:00,-24.05,36.21,8.2,210.04,968.36
2012-07-24 09:00:00,-23.87,34.56,7.05,217.8,969
2012-07-24 10:00:00,-24.65,39.52,7.55,213.57,969
2012-07-24 11:00:00,-25.06,38.59,6.96,223.32,969.83
2012-07-24 12:00:00,-23.97,37.14,9.05,204.48,970
2012-07-24 13:00:00,-23.66,35.48,10.71,206.21,970
2012-07-24 14:00:00,-24.15,36.69,10.55,211,969.98
2012-07-24 15:00:00,-23.85,38.66,12.18,202.74,969.37
2012-07-24 16:00:00,-23.36,39.49,12.07,194.42,969.07
2012-07-24 17:00:00,-23.18,34.2,11.96,201.52,969.45
2012-07-24 18:00:00,-24.1,39.31,12.34,213.9,969.8
2012-07-24 19:00:00,-22.96,36.15,11.14,205.42,969.98
2012-07-24 20:00:00,-23.33,40.52,9.69,189.7,969.13
2012-07-24 21:00:00,-23.16,35.19,10.7,208.55,969.28
2012-07-24 22:00:00,-23.62,36.85,13.44,202.62,969.98
2012-07-24 23:00:00,-23.39,39.68,12.18,202.06,970
2012-07-25 00:00:00,-23.07,36.65,11.21,205.19,970
2012-07-25 01:00:00,-23.03,35.05,11.13,202.07,969.38
2012-07-25 02:00:00,-23.34,37.48,11.26,195.87,969
2012-07-25 03:00:00,-24.03,39.37,12.42,191.81,969
2012-07-25 04:00:00,-24.54,39.93,12.25,188.42,969
2012-07-25 05:00:00,-25.22,43.37,11.99,182.87,969
2012-07-25 06:00:00,-25.11,42.57,11.78,181.26,968.98
2012-07-25 07:00:00,-24.26,39.69,11.57,192.78,969
2012-07-25 08:00:00,-24.1,39.36,10.84,188.65,969.07
2012-07-25 09:00:00,-24.47,40.51,9.95,181.02,969.15
2012-07-25 10:00:00,-25.21,41.26,9.71,170.83,969
2012-07-25 11:00:00,-25.65,43.39,10.26,172.21,969
2012-07-25 12:00:00,-24.96,43,10.6,177.16,969
2012-07-25 13:00:00,-23.2,42.06,10.93,191.39,969.07
2012-07-25 14:00:00,-23.68,40.79,8.28,176.03,969.86
2012-07-25 15:00:00,-25.44,45.11,10.81,165.36,969.16
2012-07-25 16:00:00,-26.29,46.12,9.14,175.65,970.21
2012-07-25 17:00:00,-25.61,39.56,3.56,157.81,971.58
2012-07-25 18:00:00,-25.97,43.31,3.76,133.7,971.2
2012-07-25 19:00:00,-26.62,43.61,6.07,158.56,971.53
2012-07-25 20:00:00,-26.47,42.92,3.6,170.05,972
2012-07-25 21:00:00,-27.16,43.3,0.7,121.79,972
2012-07-25 22:00:00,-27.39,47.1,1.12,92.72,972.34
2012-07-25 23:00:00,-27.36,48.8,0.78,110.15,972.99
2012-07-26 00:00:00,-27.6,47.71,1.02,108.5,973
2012-07-26 01:00:00,-27.65,47.8,1.39,140.13,973
2012-07-26 02:00:00,-27.13,43.62,3.7,165.19,973
2012-07-26 03:00:00,-27.32,42.68,2.44,200.35,973.03
2012-07-26 04:00:00,-27.23,42.08,3.38,182.12,973.65
2012-07-26 05:00:00,-27.08,40.62,5.19,189.38,974
2012-07-26 06:00:00,-27.05,40.85,4.99,188.09,974
2012-07-26 07:00:00,-27.61,39.22,2.78,180.11,974
2012-07-26 08:00:00,-28.03,39.81,3.38,222.49,974.75
2012-07-26 09:00:00,-27.43,41.09,5.74,198.39,975
2012-07-26 10:00:00,-27.3,41.34,7.05,187.93,974.23
2012-07-26 11:00:00,-28.19,41.93,7.77,170.56,974
2012-07-26 12:00:00,-29.12,43.3,6.82,167.91,974
2012-07-26 13:00:00,-29.04,42.75,2.9,150.67,974.3
2012-07-26 14:00:00,-29.47,41.93,2.7,195.49,974
2012-07-26 15:00:00,-29.44,41.96,2.4,197.74,974
2012-07-26 16:00:00,-29.23,41.57,1.53,189.86,974
2012-07-26 17:00:00,-29.27,41.73,4.98,165.94,973.78
2012-07-26 18:00:00,-29.74,43.44,5.04,159.59,973.78
2012-07-26 19:00:00,-29.88,44.57,5.65,163.04,973.69
2012-07-26 20:00:00,-29.98,44.12,1.98,121.31,974
2012-07-26 21:00:00,-30.08,44.54,3.9,153.93,974
2012-07-26 22:00:00,-29.67,43.01,5.37,157.64,974
2012-07-26 23:00:00,-29.83,42.61,7.48,162.32,974
2012-07-27 00:00:00,-30.37,43.4,9.55,162.66,973.25
2012-07-27 01:00:00,-29.9,43.75,7.3,164.81,974
2012-07-27 02:00:00,-28.97,42.34,6.81,177.61,973.87
2012-07-27 03:00:00,-28.27,40.44,6.77,178.56,973.06
2012-07-27 04:00:00,-29.35,41.14,3.92,197.56,973.24
2012-07-27 05:00:00,-27.71,37.94,3.26,183.76,972.66
2012-07-27 06:00:00,-29.36,38.47,1.61,169.2,971.5
2012-07-27 07:00:00,-29.34,43.04,3.22,185.91,971.23
2012-07-27 08:00:00,-30.28,43.71,3.73,184,970.81
2012-07-27 09:00:00,-29.36,45.08,1.62,156.23,969.83
2012-07-27 10:00:00,-24.04,28.73,9.54,254.5,968.23
2012-07-27 11:00:00,-21.65,30.18,14.55,244.92,967.19
2012-07-27 12:00:00,-22.3,43.29,14.3,246.25,966.97
2012-07-27 13:00:00,-22.28,56.29,19.25,243.75,965.64
2012-07-27 14:00:00,-22.82,68.21,19.99,239.97,964.92
2012-07-27 15:00:00,-22.82,67.98,17.96,242.61,964.26
2012-07-27 16:00:00,-21.79,68.53,19.07,240.29,962.08
2012-07-27 17:00:00,-20.49,74.3,21.82,232.11,959.21
2012-07-27 18:00:00,-19.45,75.32,23.21,234.18,956.94
2012-07-27 19:00:00,-19.07,81.66,27.38,230.42,955.14
2012-07-27 20:00:00,-18.79,82.99,26.94,230.32,954.05
2012-07-27 21:00:00,-18.57,83.34,25.98,235.33,953.4
2012-07-27 22:00:00,-18.31,82.08,25.35,238.58,952.99
2012-07-27 23:00:00,-18.13,82.66,23.23,240.44,952.9
2012-07-28 00:00:00,-17.85,84.16,22.43,241.44,952.75
2012-07-28 01:00:00,-17.65,84.79,22.05,243.61,952.34
2012-07-28 02:00:00,-17.66,84.99,24.41,243.95,951.26
2012-07-28 03:00:00,-17.58,85.14,23.41,241.62,950.76
2012-07-28 04:00:00,-17.38,85.25,23.51,241.71,950.04
2012-07-28 05:00:00,-17.23,85.29,23.41,242.24,949.75
2012-07-28 06:00:00,-17.07,85.09,22.72,239.14,949.71
2012-07-28 07:00:00,-16.82,84.33,23.42,238.58,949.12
2012-07-28 08:00:00,-16.69,84.42,23.19,239.08,948.86
2012-07-28 09:00:00,-16.51,84.69,25.43,236.65,948.01
2012-07-28 10:00:00,-16.16,84.17,26.67,237.51,947.81
2012-07-28 11:00:00,-16.09,84.42,26.88,237.84,947.17
2012-07-28 12:00:00,-16.45,85.07,27.31,235.29,946.97
2012-07-28 13:00:00,-16.41,84.03,26.81,234.38,946.9
2012-07-28 14:00:00,-16.14,86.18,25.71,231.49,947.31
2012-07-28 15:00:00,-15.79,86.82,24.01,234.25,948
2012-07-28 16:00:00,-15.71,86.66,23.88,235.95,948.07
2012-07-28 17:00:00,-15.52,80.68,23.37,240.79,948.86
2012-07-28 18:00:00,-15.56,82.18,22.76,240.97,948.52
2012-07-28 19:00:00,-15.31,81.41,24.35,238.05,948.98
2012-07-28 20:00:00,-15.22,80.43,23.59,239.4,949.14
2012-07-28 21:00:00,-15.21,84.38,22.31,238.85,949.98
2012-07-28 22:00:00,-15.04,86.96,22.98,238.03,950.07
2012-07-28 23:00:00,-14.89,87.39,20.71,238.16,950.78
2012-07-29 00:00:00,-14.87,87.83,20.23,238.79,950.8
2012-07-29 01:00:00,-14.95,87.8,19.29,241.34,951
2012-07-29 02:00:00,-15.15,87.69,20.35,245.56,951.17
2012-07-29 03:00:00,-15.44,87.52,20.37,246.81,951.85
2012-07-29 04:00:00,-15.79,87.19,19.7,246.76,952
2012-07-29 05:00:00,-16.18,86.99,18.69,251.37,952.22
2012-07-29 06:00:00,-16.43,86.81,16.97,253.07,953.3
2012-07-29 07:00:00,-16.76,86.53,17.24,253,953.98
2012-07-29 08:00:00,-17,86.33,18.33,248.58,953.21
2012-07-29 09:00:00,-17.15,86.21,16.76,248.07,953.98
2012-07-29 10:00:00,-17.17,86.2,15.08,252.13,954
2012-07-29 11:00:00,-17.16,86.2,15.72,249.67,954.11
2012-07-29 12:00:00,-17.17,86.19,16.13,249.04,954.38
2012-07-29 13:00:00,-17.23,86.15,16.26,248.03,954.95
2012-07-29 14:00:00,-17.32,86.05,15.26,247.56,955
2012-07-29 15:00:00,-17.45,85.92,14.78,246.57,955.18
2012-07-29 16:00:00,-17.61,85.78,14.65,247.65,956
2012-07-29 17:00:00,-17.82,85.6,15.34,244.5,956.01
2012-07-29 18:00:00,-18,85.43,14.56,246.54,956.88
2012-07-29 19:00:00,-18.11,85.32,13.41,252.59,957.61
2012-07-29 20:00:00,-18.24,85.18,13.64,253.83,958.29
2012-07-29 21:00:00,-18.39,85,10.96,256.19,958.98
2012-07-29 22:00:00,-18.53,84.84,12.16,255.03,959
2012-07-29 23:00:00,-18.68,84.72,11.32,253.63,959.33
2012-07-30 00:00:00,-18.87,84.52,10.38,250.19,960
2012-07-30 01:00:00,-19.05,84.35,12.66,244.78,960
2012-07-30 02:00:00,-19.33,84.12,15.39,237.18,959.9
2012-07-30 03:00:00,-19.35,84.12,15.7,236.61,959.99
2012-07-30 04:00:00,-19.34,84.09,14.01,239.2,960.82
2012-07-30 05:00:00,-19.62,83.82,13.01,240.8,961.73
2012-07-30 06:00:00,-19.56,83.92,13.14,240.04,962
2012-07-30 07:00:00,-19.3,84.14,12.29,238.79,962.78
2012-07-30 08:00:00,-19.15,84.24,10.82,242.65,963.43
2012-07-30 09:00:00,-19.04,84.42,10.73,238.75,964
2012-07-30 10:00:00,-18.9,84.45,9.63,217.42,964.71
2012-07-30 11:00:00,-18.62,84.57,8.99,197.47,965.54
2012-07-30 12:00:00,-19.49,83.44,10.09,184,966.32
2012-07-30 13:00:00,-20.33,82.94,10.34,178.45,967
2012-07-30 14:00:00,-21.28,81.97,11.54,171.19,967.46
2012-07-30 15:00:00,-21.55,81.98,11.6,171.71,968
2012-07-30 16:00:00,-21.91,81.43,9.73,166.08,968.98
2012-07-30 17:00:00,-22.54,80.8,9.85,164.4,969.43
2012-07-30 18:00:00,-22.73,80.71,8.73,169.46,970
2012-07-30 19:00:00,-23.04,80.23,7.56,174.43,970
2012-07-30 20:00:00,-23.39,80.06,9.63,171.15,970
2012-07-30 21:00:00,-23.18,80.4,9.58,173.56,970
2012-07-30 22:00:00,-23.47,79.99,10.48,174.83,970
2012-07-30 23:00:00,-23.31,80.48,8.48,179.21,970.34
2012-07-31 00:00:00,-23.51,79.73,11.35,176.67,970.33
2012-07-31 01:00:00,-23.98,79.78,14.39,188.26,970.66
2012-07-31 02:00:00,-23.8,80.19,14.76,190.45,971
2012-07-31 03:00:00,-23.16,80.86,14.82,189.68,971
2012-07-31 04:00:00,-22.88,81.14,13.6,184.1,971.58
2012-07-31 05:00:00,-22.67,81.32,14.07,186.29,972
2012-07-31 06:00:00,-22.38,81.53,14.59,192.49,972.01
2012-07-31 07:00:00,-22.89,80.94,14.28,188.72,972.7
2012-07-31 08:00:00,-23.05,80.74,13.57,181.15,973
2012-07-31 09:00:00,-22.9,81.13,11.62,175.15,973.24
2012-07-31 10:00:00,-22.38,81.02,6.58,210.71,974.04
2012-07-31 11:00:00,-21.7,80.43,1.54,119.52,974.16
2012-07-31 12:00:00,-24.11,78.2,1.23,240.06,974
2012-07-31 13:00:00,-24.93,78.71,3.06,159.37,974
2012-07-31 14:00:00,-25.12,78.07,3.68,142.25,974
2012-07-31 15:00:00,-25.78,77.58,5.57,167.76,974.4
2012-07-31 16:00:00,-25.01,78.81,6.85,193.88,975
2012-07-31 17:00:00,-24.78,78.6,6.23,172.49,975
2012-07-31 18:00:00,-25.24,78.16,4.34,153.68,975
2012-07-31 19:00:00,-25.48,77.73,4.49,152.99,974.96
2012-07-31 20:00:00,-26.03,77.05,5.89,159.94,974.81
2012-07-31 21:00:00,-25.89,77.78,2.93,191.34,975
2012-07-31 22:00:00,-25.8,77.62,2.63,137.29,975
2012-07-31 23:00:00,-26.42,76.84,2.2,198.81,974.98
2012-08-01 00:00:00,-26.27,77.48,2.2,181.3,974.05
2012-08-01 01:00:00,-26.32,76.78,4.35,218.74,973.63
2012-08-01 02:00:00,-28.72,74.95,2.26,229.13,973.74
2012-08-01 03:00:00,-26.37,77.4,2.87,237.54,973
2012-08-01 04:00:00,-25.73,77.99,5.22,218.17,972.9
2012-08-01 05:00:00,-25.31,77.96,2.86,188.62,971.78
2012-08-01 06:00:00,-28.37,73.7,2.28,193.57,971.79
2012-08-01 07:00:00,-28.75,75.47,2.17,192.82,972
2012-08-01 08:00:00,-27.42,76.26,3.27,146.82,971.17
2012-08-01 09:00:00,-28.98,73.75,3.51,227.84,971.5
2012-08-01 10:00:00,-28.23,75.67,1.88,145.93,971.18
2012-08-01 11:00:00,-27.62,75.74,4.95,218.19,970.99
2012-08-01 12:00:00,-26.76,76.69,9.35,243.65,970.57
2012-08-01 13:00:00,-26.72,76.43,10.84,246.25,970
2012-08-01 14:00:00,-26.64,76.77,12.95,235.69,969.77
2012-08-01 15:00:00,-26.19,77.23,13.37,229.59,969
2012-08-01 16:00:00,-25.79,77.61,13.27,229.7,968.17
2012-08-01 17:00:00,-25.65,77.71,14,230.33,968
2012-08-01 18:00:00,-25.31,78.11,13.59,234.41,967.27
2012-08-01 19:00:00,-24.91,78.54,11.4,240.73,966.72
2012-08-01 20:00:00,-23.99,79.26,10.66,251.01,966
2012-08-01 21:00:00,-24.42,78.83,12.27,245.13,965.88
2012-08-01 22:00:00,-24.36,79.12,15.16,241.82,965.54
2012-08-01 23:00:00,-23.66,79.73,17.4,240.74,965
2012-08-02 00:00:00,-24.11,79.29,17.13,241.06,965
2012-08-02 01:00:00,-23.76,79.63,18.81,237.32,964.37
2012-08-02 02:00:00,-23.77,79.63,18.71,235.08,964
2012-08-02 03:00:00,-23.53,79.75,18.11,235.64,963.54
2012-08-02 04:00:00,-23.38,79.9,19.42,232.54,963
2012-08-02 05:00:00,-22.81,80.09,18.37,239.52,962.93
2012-08-02 06:00:00,-22.64,79.85,18.84,242.83,963
2012-08-02 07:00:00,-22.57,79.76,15.83,247.88,963
2012-08-02 08:00:00,-22.29,80.14,16.23,247.08,962.7
2012-08-02 09:00:00,-22,80.81,19.42,243.21,962
2012-08-02 10:00:00,-21.45,81.24,21.85,238.62,961.05
2012-08-02 11:00:00,-20.85,81.95,21.9,236.12,959.78
2012-08-02 12:00:00,-20.01,82.62,21.68,237.33,958.76
2012-08-02 13:00:00,-19.14,83.83,22.35,234.2,957.82
2012-08-02 14:00:00,-18.47,84.3,22.83,235.53,956.78
2012-08-02 15:00:00,-17.82,85.28,22.44,235.22,955.93
2012-08-02 16:00:00,-17.17,85.84,21.9,238.94,955.04
2012-08-02 17:00:00,-16.64,86.62,21.23,235.66,954.72
2012-08-02 18:00:00,-15.95,87.34,23.61,230.13,953.72
2012-08-02 19:00:00,-15.33,87.83,23.33,228.93,952.68
2012-08-02 20:00:00,-14.61,88.38,23.66,229.12,951.51
2012-08-02 21:00:00,-13.9,88.63,22.73,232.85,950.67
2012-08-02 22:00:00,-13.43,88.36,20.97,230.77,949.7
2012-08-02 23:00:00,-13.19,85.75,14.8,228.5,949.53
2012-08-03 00:00:00,-12.7,87,19.29,231.55,948.84
2012-08-03 01:00:00,-12.17,86.97,21.63,236.82,948
2012-08-03 02:00:00,-11.97,84.96,19.04,239.71,947.88
2012-08-03 03:00:00,-12.11,84.26,18.8,241.28,947.47
2012-08-03 04:00:00,-12.1,83.09,20.98,237.39,947.3
2012-08-03 05:00:00,-12.27,86.54,23.38,231.49,946.76
2012-08-03 06:00:00,-12.27,87.47,26.53,232.29,945
2012-08-03 07:00:00,-12.05,84.76,27.78,230.77,944.44
