
<!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.01 Transitional//EN" "http://www.w3.org/TR/html4/loose.dtd">









<html>
<head>
<meta http-equiv="Content-Type" content="text/html; charset=ISO-8859-1">
<title>Insert title here</title>
</head>
<body>
"obstime","tempr","rh","ws","wd","ap"
2012-03-20 13:00:00,-8.72,50.63,3.84,280.8,983.69
2012-03-20 14:00:00,-8.93,53.49,5.75,247.82,983.26
2012-03-20 15:00:00,-8.63,49.75,6.79,243.39,983.13
2012-03-20 16:00:00,-8.72,49.23,7.05,245.68,983
2012-03-20 17:00:00,-8.9,50.66,7.76,244.97,983.72
2012-03-20 18:00:00,-8.86,47.42,8.04,248.4,983.99
2012-03-20 19:00:00,-9.15,47.62,6.26,245.84,984
2012-03-20 20:00:00,-9.42,50.72,5.95,259.88,984
2012-03-20 21:00:00,-9.42,50.74,6.21,259.77,984
2012-03-20 22:00:00,-8.83,47.85,8.45,244.01,983.96
2012-03-20 23:00:00,-9.26,49.23,7.53,247.88,984
2012-03-21 00:00:00,-8.91,46.38,7.68,249.75,984
2012-03-21 01:00:00,-9.23,49.22,5.69,250.14,984.52
2012-03-21 02:00:00,-9.22,46.18,5.48,246.07,984.02
2012-03-21 03:00:00,-9.01,41.98,6.25,246.88,984
2012-03-21 04:00:00,-8.7,38.46,6.6,243.66,984
2012-03-21 05:00:00,-8.65,40.64,7.05,227.77,984
2012-03-21 06:00:00,-8.38,37.47,5.43,232.67,984
2012-03-21 07:00:00,-7.34,32.14,3.98,240.07,984
2012-03-21 08:00:00,-6.4,31.14,2.96,275.03,983.53
2012-03-21 09:00:00,-6.02,37.45,1.33,206.38,983
2012-03-21 10:00:00,-5.75,33.32,2.56,236.32,982.98
2012-03-21 11:00:00,-3.72,29.62,1.49,197.26,982.07
2012-03-21 12:00:00,-2.53,29.33,1.51,51.4,981.84
2012-03-21 13:00:00,-2.9,32.6,0.84,96.68,980.97
2012-03-21 14:00:00,-4.01,34.72,1.42,68.3,980
2012-03-21 15:00:00,-6.61,43.8,1.11,52.23,979.55
2012-03-21 16:00:00,-7.98,48.87,1.03,86.97,978.62
2012-03-21 17:00:00,-9.76,56.75,1.17,198.01,978
2012-03-21 18:00:00,-10.87,61.74,1.33,227.92,978
2012-03-21 19:00:00,-11.24,63.17,1.37,144.87,978
2012-03-21 20:00:00,-11.12,58.06,1.83,209.25,978
2012-03-21 21:00:00,-12.06,62.76,1.76,181.24,978.11
2012-03-21 22:00:00,-11.72,60.09,1.44,164.88,978.19
2012-03-21 23:00:00,-11.84,58.03,1.54,132.59,979
2012-03-22 00:00:00,-11.08,49.95,3.47,145.48,979
2012-03-22 01:00:00,-10.41,41.5,7.23,230.96,979.77
2012-03-22 02:00:00,-11.05,44.77,8.58,230.77,980
2012-03-22 03:00:00,-10.79,40.48,9.92,206.76,980
2012-03-22 04:00:00,-10.29,36.1,10.21,206.47,980
2012-03-22 05:00:00,-10.34,35.79,8.3,213.94,980.01
2012-03-22 06:00:00,-9.54,34.01,10.3,205.26,980
2012-03-22 07:00:00,-9.79,36.41,9.46,234.49,980.77
2012-03-22 08:00:00,-9.54,35.56,7.44,231.73,981.01
2012-03-22 09:00:00,-8.78,35.73,5.46,227.62,981
2012-03-22 10:00:00,-8.21,32.9,3.97,223.62,981
2012-03-22 11:00:00,-7.53,33.61,2.39,221.13,981
2012-03-22 12:00:00,-5.63,28,1.5,98.24,980.58
2012-03-22 13:00:00,-5.91,26.99,2.74,60.63,980
2012-03-22 14:00:00,-7.19,32.04,2.48,131.53,979.99
2012-03-22 15:00:00,-10.29,48.05,4.51,219.5,979.01
2012-03-22 16:00:00,-10.64,46.95,3.38,232.59,979
2012-03-22 17:00:00,-11.46,51.74,0.65,161.07,979
2012-03-22 18:00:00,-12.06,52.5,1.91,227.82,978.67
2012-03-22 19:00:00,-11.7,42.95,6.06,234.35,978
2012-03-22 20:00:00,-11.47,37.94,10.73,243.41,978
2012-03-22 21:00:00,-11.61,39.41,7.7,243.28,977.73
2012-03-22 22:00:00,-11.48,40.57,8.12,240.33,977
2012-03-22 23:00:00,-12.26,47.85,9.63,242.06,976.88
2012-03-23 00:00:00,-13.24,50.08,8.26,247.53,977.05
2012-03-23 01:00:00,-12.82,42.68,8.48,242.62,976.82
2012-03-23 02:00:00,-13.11,42.05,7.81,239.52,976
2012-03-23 03:00:00,-12.38,38.94,7.85,223.11,975.27
2012-03-23 04:00:00,-12.76,42.77,10.81,241.5,975
2012-03-23 05:00:00,-12.61,36.97,9.27,236.81,974.95
2012-03-23 06:00:00,-11.89,33.38,6.09,218.07,974.05
2012-03-23 07:00:00,-11.36,33.16,5.74,231.33,973.76
2012-03-23 08:00:00,-11.27,35.43,7.89,249.5,973.99
2012-03-23 09:00:00,-11.86,36.29,9.85,246.98,974
2012-03-23 10:00:00,-11.17,31.48,7.22,245.85,973.57
2012-03-23 11:00:00,-11.23,29.35,5.18,239.26,973
2012-03-23 12:00:00,-10.86,26.8,5.09,251.91,973
2012-03-23 13:00:00,-11.31,28.26,5.45,254.4,973
2012-03-23 14:00:00,-11.89,31.17,6.43,241.91,972.15
2012-03-23 15:00:00,-12.4,34,5.6,246.29,972
2012-03-23 16:00:00,-13.22,35.53,5.75,244.87,972
2012-03-23 17:00:00,-13.77,37.01,8.32,241.85,972
2012-03-23 18:00:00,-14.05,37.58,10.9,232.04,971.45
2012-03-23 19:00:00,-14.03,34.94,11.17,237.12,971
2012-03-23 20:00:00,-14.16,36.91,8.02,230.72,971
2012-03-23 21:00:00,-14.86,38.02,6.12,247.74,971
2012-03-23 22:00:00,-15.46,41.26,5.26,246.59,971
2012-03-23 23:00:00,-15.53,40.77,9.31,244.38,971
2012-03-24 00:00:00,-15.84,41.39,7.1,207.03,970.02
2012-03-24 01:00:00,-15.21,36.78,6.4,235.39,969
2012-03-24 02:00:00,-15.28,35.84,10.37,238.42,969.55
2012-03-24 03:00:00,-15.52,38.6,9.34,220.93,968.32
2012-03-24 04:00:00,-15.09,32.48,10.1,235.48,968.11
2012-03-24 05:00:00,-15.26,34.3,7.77,234.88,967.37
2012-03-24 06:00:00,-14.7,32.12,7.1,241.7,967.33
2012-03-24 07:00:00,-14.54,33.63,9.44,241.11,967.34
2012-03-24 08:00:00,-13.77,31.62,10.72,245.01,967.2
2012-03-24 09:00:00,-13.07,28.52,9.77,250.52,966.85
2012-03-24 10:00:00,-12.44,33.4,6.43,249.53,966
2012-03-24 11:00:00,-11.98,34.11,5.51,248.74,965.43
2012-03-24 12:00:00,-11.67,36.71,4.14,251.62,965
2012-03-24 13:00:00,-11.85,38.94,6.46,246.09,965
2012-03-24 14:00:00,-12.35,33.55,5.21,246.42,964.59
2012-03-24 15:00:00,-12.51,35.09,4.23,238.82,964
2012-03-24 16:00:00,-13.12,36.42,4.17,241.92,964
2012-03-24 17:00:00,-13.79,35.81,5.37,230.63,964
2012-03-24 18:00:00,-14.36,35.9,7.08,235.84,964
2012-03-24 19:00:00,-14.52,34.9,8.11,217.32,963.12
2012-03-24 20:00:00,-14.71,33.07,8.97,212.14,963.03
2012-03-24 21:00:00,-14.8,31.43,10.78,208.71,963
2012-03-24 22:00:00,-14.98,32.13,10.82,208.98,963
2012-03-24 23:00:00,-15.12,31.72,10.95,204.99,963
2012-03-25 00:00:00,-15.12,30.4,10.71,204.05,963
2012-03-25 01:00:00,-15.32,29.91,11.1,203.7,963
2012-03-25 02:00:00,-15.63,30.46,11.5,200.7,963
2012-03-25 03:00:00,-15.83,30.41,11.38,202.3,963
2012-03-25 04:00:00,-15.92,30.64,10.46,200.63,963
2012-03-25 05:00:00,-15.91,29.46,10.37,201.95,963
2012-03-25 06:00:00,-15.76,29.97,10.81,198.33,963
2012-03-25 07:00:00,-15.23,29.53,11.07,198.33,963
2012-03-25 08:00:00,-14.71,30.05,9.8,196.72,963.25
2012-03-25 09:00:00,-14.26,30.94,8.38,195.35,963.02
2012-03-25 10:00:00,-13.35,29.54,5.67,227.25,963.7
2012-03-25 11:00:00,-12.88,28.42,6.03,222.44,963.92
2012-03-25 12:00:00,-12.78,31.81,5,218.7,963.99
2012-03-25 13:00:00,-12.69,29.57,6.04,235.45,963.06
2012-03-25 14:00:00,-13.25,32.89,6.42,211.12,963
2012-03-25 15:00:00,-13.92,34.01,7.3,212.06,963.03
2012-03-25 16:00:00,-14.51,34.47,8.87,203.93,963.01
2012-03-25 17:00:00,-14.95,32.63,9.83,199.77,963.96
2012-03-25 18:00:00,-15.29,31.99,10.52,196.83,964
2012-03-25 19:00:00,-15.81,32.33,11.87,195.72,963.61
2012-03-25 20:00:00,-15.99,31.31,13.82,194.81,964
2012-03-25 21:00:00,-16.26,32.16,13.91,195.06,964
2012-03-25 22:00:00,-15.75,30.71,15.33,198.35,963.92
2012-03-25 23:00:00,-15.95,31.45,15.1,194.75,964
2012-03-26 00:00:00,-16.65,33.66,14.64,192.16,964
2012-03-26 01:00:00,-16.08,32.33,15.34,197.37,964
2012-03-26 02:00:00,-16.13,33.01,14.66,197.03,964
2012-03-26 03:00:00,-16.24,33.49,13.76,193.16,964
2012-03-26 04:00:00,-16.45,35.21,13.35,190.53,964
2012-03-26 05:00:00,-16.62,35.91,12.95,190.26,964
2012-03-26 06:00:00,-15.85,33.47,14.13,193.28,964
2012-03-26 07:00:00,-14.71,34.19,16.02,196.63,964
2012-03-26 08:00:00,-13.57,33.7,14.62,198.28,964
2012-03-26 09:00:00,-13.09,35.21,15.18,196.34,964
2012-03-26 10:00:00,-12.59,36.99,13.56,194.85,964.72
2012-03-26 11:00:00,-11.81,35.82,12.6,200,964.61
2012-03-26 12:00:00,-11.42,37.89,11.7,202.68,964.76
2012-03-26 13:00:00,-11.18,38.86,11.24,214.86,964.99
2012-03-26 14:00:00,-11.37,44.55,10.14,218.77,965
2012-03-26 15:00:00,-11.1,44.78,8.84,252.79,965.62
2012-03-26 16:00:00,-13.44,56.85,3.02,272.16,966.91
2012-03-26 17:00:00,-13.58,57.19,1.86,120.51,967.22
2012-03-26 18:00:00,-13.63,57.76,3.69,253.26,968
2012-03-26 19:00:00,-13.98,56.86,5.29,243.35,968
2012-03-26 20:00:00,-13.05,48.54,9.18,241.59,968
2012-03-26 21:00:00,-13.19,45.28,9.94,237.48,968
2012-03-26 22:00:00,-13.17,43.61,12.44,229.53,968
2012-03-26 23:00:00,-13.39,44.22,13.29,216.36,967.55
2012-03-27 00:00:00,-13.46,42.24,14.82,209.25,967
2012-03-27 01:00:00,-13.1,43.18,14.87,209.21,966.97
2012-03-27 02:00:00,-12.46,44.67,13.45,211.18,966.25
2012-03-27 03:00:00,-12.18,48.44,12.86,215.76,966
2012-03-27 04:00:00,-11.22,49.66,13,225.66,966
2012-03-27 05:00:00,-10.29,50.33,13.55,232.28,966
2012-03-27 06:00:00,-9.87,53.45,13.68,226.91,966.1
2012-03-27 07:00:00,-9.38,56.05,13.84,225.66,966.92
2012-03-27 08:00:00,-8.74,57.56,14.69,229.54,967
2012-03-27 09:00:00,-8.91,63.95,15.45,227.21,967.03
2012-03-27 10:00:00,-8.96,68.35,15.53,230.73,967.98
2012-03-27 11:00:00,-9.14,71.61,16.49,231.38,968
2012-03-27 12:00:00,-8.85,63.17,16.48,229.79,968.86
2012-03-27 13:00:00,-8.72,60.3,17.18,227.66,969
2012-03-27 14:00:00,-8.26,53.91,16.63,229.55,969
2012-03-27 15:00:00,-8.03,49.09,16.49,232.05,969
2012-03-27 16:00:00,-7.96,47.56,15.26,228.96,969.01
2012-03-27 17:00:00,-8.76,49.83,15.18,213.58,969
2012-03-27 18:00:00,-10.11,52.04,17.15,196.91,969
2012-03-27 19:00:00,-10.24,51.03,18.26,197.22,969
2012-03-27 20:00:00,-10.38,49.95,18.89,197.69,968.24
2012-03-27 21:00:00,-10.29,48.2,18.13,195.97,967.99
2012-03-27 22:00:00,-10.52,46.62,17.86,194.21,967.37
2012-03-27 23:00:00,-10.12,42.41,19.56,194.45,966.37
2012-03-28 00:00:00,-9.69,40.09,20.57,194.24,965.24
2012-03-28 01:00:00,-9.52,39.7,19.65,193.34,964.89
2012-03-28 02:00:00,-9.13,43.27,18.52,193.36,964
2012-03-28 03:00:00,-8.14,51.6,19.26,199.63,964
2012-03-28 04:00:00,-8.21,55.12,17.09,193.82,963.17
2012-03-28 05:00:00,-7.57,47.55,18.99,198.34,963
2012-03-28 06:00:00,-7.39,46.36,18.06,199.53,963
2012-03-28 07:00:00,-7.38,45.09,16.66,197.29,963
2012-03-28 08:00:00,-7.07,42.65,15.62,195.05,962.06
2012-03-28 09:00:00,-7.42,43.93,14.15,186.08,961.89
2012-03-28 10:00:00,-7.1,40.9,14.91,183.29,960.97
2012-03-28 11:00:00,-6.71,40.02,15.02,180.96,960.01
2012-03-28 12:00:00,-6.84,40.25,14.71,177.14,959.94
2012-03-28 13:00:00,-7.41,41.92,14.73,189.92,959.9
2012-03-28 14:00:00,-7.73,39.76,14.03,187.94,959
2012-03-28 15:00:00,-8.81,40.44,14.49,176.45,958.29
2012-03-28 16:00:00,-10.04,40.67,14.15,171.89,958
2012-03-28 17:00:00,-11.01,39.8,14.19,171.82,957.19
2012-03-28 18:00:00,-11.39,38.58,14.64,173.13,956.66
2012-03-28 19:00:00,-11.71,38.08,15.36,172.6,955.52
2012-03-28 20:00:00,-11.94,38.31,14.28,172.44,955
2012-03-28 21:00:00,-11.84,37.16,7.74,163.38,955.41
2012-03-28 22:00:00,-11.89,34.47,3.07,181.79,955.57
2012-03-28 23:00:00,-11.22,32.9,7.26,177.39,955
2012-03-29 00:00:00,-11.2,33.18,4.74,160.06,955.64
2012-03-29 01:00:00,-11.21,34.32,6.34,194.81,956
2012-03-29 02:00:00,-12.5,41.27,2.82,213.1,956.96
2012-03-29 03:00:00,-10.45,32.02,5.76,226.36,957.79
2012-03-29 04:00:00,-11.01,37.18,6.74,196.19,958.31
2012-03-29 05:00:00,-11.34,37.39,8.31,184.83,959
2012-03-29 06:00:00,-11.17,34.25,11.15,189.77,959.52
2012-03-29 07:00:00,-9.65,29.93,12.87,195.19,960.06
2012-03-29 08:00:00,-9.3,33.69,12.13,193.71,961
2012-03-29 09:00:00,-7.95,38.02,11.54,197.7,961.48
2012-03-29 10:00:00,-7.67,43.85,9.94,196.52,962
2012-03-29 11:00:00,-7.22,45.85,8.52,196.29,962.72
2012-03-29 12:00:00,-6.91,47.64,7.02,198.62,963.5
2012-03-29 13:00:00,-6.98,49.28,6.49,200.79,964.21
2012-03-29 14:00:00,-7.22,54.33,5.43,193.81,965
2012-03-29 15:00:00,-7.34,55.3,5.2,181.72,965.57
2012-03-29 16:00:00,-7.43,56.98,4.03,194.36,966.38
2012-03-29 17:00:00,-7.27,55.07,2.55,238.84,967.23
2012-03-29 18:00:00,-7.32,56.55,5.4,202.41,968
2012-03-29 19:00:00,-7.87,59.21,5.47,198.9,968.34
2012-03-29 20:00:00,-8.13,58.45,5.35,193.6,969
2012-03-29 21:00:00,-8.43,55.81,6.94,196.17,969.4
2012-03-29 22:00:00,-8.07,50.95,7.6,203.07,970.1
2012-03-29 23:00:00,-8.16,46.64,7.53,205.13,971
2012-03-30 00:00:00,-8.6,46.66,7.69,202.89,971.47
2012-03-30 01:00:00,-9.7,46.96,8.61,196.91,972
2012-03-30 02:00:00,-10.15,46.5,9.3,190.92,972.54
2012-03-30 03:00:00,-10.68,49.03,9.58,179.22,973
2012-03-30 04:00:00,-11.53,53.91,9.32,176.46,973.47
2012-03-30 05:00:00,-11.28,51.27,9.02,182.96,974
2012-03-30 06:00:00,-11.71,49.5,9.84,173.75,974.62
2012-03-30 07:00:00,-12.49,50.88,9.52,168.71,975.09
2012-03-30 08:00:00,-10.59,46.47,6.91,175.72,976
2012-03-30 09:00:00,-9.47,43.53,6.61,179.3,976.38
2012-03-30 10:00:00,-9.79,45.92,7.27,171.17,977
2012-03-30 11:00:00,-9.38,46.54,6.67,167.54,977.39
2012-03-30 12:00:00,-9.64,48.65,6.76,160.52,978
2012-03-30 13:00:00,-10.64,51.76,6.26,157.27,978
2012-03-30 14:00:00,-9.81,50.62,1.29,77.43,978.9
2012-03-30 15:00:00,-10.2,48.89,1.51,138.27,979
2012-03-30 16:00:00,-12.07,51.49,2.83,149.69,979.65
2012-03-30 17:00:00,-12.95,51.74,3.2,149.44,979.95
2012-03-30 18:00:00,-13.8,51.95,4.87,158.83,980.5
2012-03-30 19:00:00,-13.98,51.35,6.44,180.88,981
2012-03-30 20:00:00,-13.67,52.17,5.44,171.67,981
2012-03-30 21:00:00,-13.87,50.6,6.14,177.15,981.76
2012-03-30 22:00:00,-12.66,40.35,6.27,196.1,982
2012-03-30 23:00:00,-12.44,37.93,4.36,203.63,982
2012-03-31 00:00:00,-14.79,46.77,7.64,160.03,982
2012-03-31 01:00:00,-15.31,50.2,8.18,167.84,981.97
2012-03-31 02:00:00,-14.65,49.29,3.7,167.25,981.85
2012-03-31 03:00:00,-14.67,49.75,3.93,170.07,982
2012-03-31 04:00:00,-14.15,45.21,5.16,163.96,981.99
2012-03-31 05:00:00,-13.46,39.76,6.5,195.93,982
2012-03-31 06:00:00,-11.7,33.39,4.49,201.94,981.98
2012-03-31 07:00:00,-12.59,40.17,5.02,192.72,981.51
2012-03-31 08:00:00,-10.95,37.38,4,186.15,981.93
2012-03-31 09:00:00,-9.12,30.1,3.55,243.74,982
2012-03-31 10:00:00,-8.39,30.84,4.63,221.34,982
2012-03-31 11:00:00,-8.45,37.74,3.88,237.57,981.95
2012-03-31 12:00:00,-7.69,39.1,1.57,220.19,981.96
2012-03-31 13:00:00,-7.54,40.5,1.16,136.05,981.79
2012-03-31 14:00:00,-8.24,43.24,1.86,91.87,981.05
2012-03-31 15:00:00,-9.82,48.45,1.41,91.34,981
2012-03-31 16:00:00,-11.44,53.85,2.55,84.71,981
2012-03-31 17:00:00,-12.39,55.53,2.93,93.22,981
2012-03-31 18:00:00,-12.77,55.77,2.53,90.46,980.88
2012-03-31 19:00:00,-12.76,54.75,2.3,90.08,980.35
2012-03-31 20:00:00,-11.48,47.15,3.82,187.78,980.14
2012-03-31 21:00:00,-11.38,49.88,4.72,273.56,981
2012-03-31 22:00:00,-12.06,54.07,3.81,239.7,981.15
2012-03-31 23:00:00,-11.73,47.66,6.42,251.96,981.99
2012-04-01 00:00:00,-11.18,42.13,9.85,260.07,982
2012-04-01 01:00:00,-10.14,30.68,13.52,258.88,982
2012-04-01 02:00:00,-10.65,38.16,12.04,253.64,981.03
2012-04-01 03:00:00,-10.22,35.83,12.29,248.92,980.5
2012-04-01 04:00:00,-10.08,37.49,12.54,249.02,980
2012-04-01 05:00:00,-9.66,36.33,12.13,251.75,980
2012-04-01 06:00:00,-9.56,37.93,12.25,251.54,980
2012-04-01 07:00:00,-9.19,38.09,12.38,249.17,980
2012-04-01 08:00:00,-9.29,40.37,12.6,249.89,980
2012-04-01 09:00:00,-9.28,41.74,12.09,250.33,980
2012-04-01 10:00:00,-8.48,36.85,14.68,244.75,980
2012-04-01 11:00:00,-8.04,36.73,15.6,241.48,980
2012-04-01 12:00:00,-7.91,36.58,17.12,238.34,979.18
2012-04-01 13:00:00,-7.6,33.07,16.17,236.5,978.94
2012-04-01 14:00:00,-6.86,30.05,15.37,239.44,978.29
2012-04-01 15:00:00,-6.7,28.55,16.34,241.47,978
2012-04-01 16:00:00,-7.56,37.84,12.85,245.69,978.01
2012-04-01 17:00:00,-7.35,34.18,15.26,243.29,977.65
2012-04-01 18:00:00,-7.74,33.84,17.11,246.27,978
2012-04-01 19:00:00,-8.05,38.73,14.29,250.09,978
2012-04-01 20:00:00,-7.78,33.48,19.37,243.77,977.18
2012-04-01 21:00:00,-8.12,34.55,18.74,244.68,976.98
2012-04-01 22:00:00,-7.7,35.91,15.97,247.56,976.98
2012-04-01 23:00:00,-7.9,37.76,15.57,249.67,976.81
2012-04-02 00:00:00,-7.4,33.66,15.82,250.26,975.96
2012-04-02 01:00:00,-7.06,31.75,17.25,248.93,975
2012-04-02 02:00:00,-6.88,28.82,18.17,250.15,974.06
2012-04-02 03:00:00,-6.95,29.45,17.51,250.81,973.6
2012-04-02 04:00:00,-6.8,30.29,16.86,248.84,973
2012-04-02 05:00:00,-6.97,30.57,17.38,252.47,973.01
2012-04-02 06:00:00,-6.8,27.84,19.16,253.18,972.99
2012-04-02 07:00:00,-5.92,26.09,17.87,252.25,972.41
2012-04-02 08:00:00,-5.55,26.58,18.43,253.77,971.87
2012-04-02 09:00:00,-5.18,29.01,17.16,253.96,971
2012-04-02 10:00:00,-4.42,30.8,16.66,246.43,970.88
2012-04-02 11:00:00,-3.7,28.78,17.43,244.9,970
2012-04-02 12:00:00,-3.86,27.3,17.24,245.91,970
2012-04-02 13:00:00,-3.93,26,16.64,246.71,969.46
2012-04-02 14:00:00,-4.11,25.95,15.94,245.4,969.14
2012-04-02 15:00:00,-4.48,26.58,14.91,245.68,969
2012-04-02 16:00:00,-5,27.8,13.25,247.47,969
2012-04-02 17:00:00,-5.28,26.82,13.34,248.39,969
2012-04-02 18:00:00,-5.58,26.31,12.8,250.56,969
2012-04-02 19:00:00,-5.74,26,12.62,251.69,969.04
2012-04-02 20:00:00,-6.18,27.13,11.15,250.84,969.32
2012-04-02 21:00:00,-6.93,29.85,9.99,245.8,969.35
2012-04-02 22:00:00,-6.8,27.59,11.63,238.03,969
2012-04-02 23:00:00,-7.15,29.04,9.83,239.34,969
2012-04-03 00:00:00,-8.35,36.36,11.35,214.5,968.71
2012-04-03 01:00:00,-8.42,35.33,12.42,206.69,968.01
2012-04-03 02:00:00,-8.32,32.53,11.89,208,968.76
2012-04-03 03:00:00,-8.66,32.89,12.2,206.86,968.39
2012-04-03 04:00:00,-8.92,35.21,11.5,215.44,968.93
2012-04-03 05:00:00,-7.87,28.08,13.56,228.36,968.44
2012-04-03 06:00:00,-7.88,29.41,15.11,213,968
2012-04-03 07:00:00,-7.64,29.5,15.06,206.62,968
2012-04-03 08:00:00,-6.89,30.61,14.35,210.06,968
2012-04-03 09:00:00,-6.01,30.5,14.24,212.51,968.02
2012-04-03 10:00:00,-5.1,29.27,14.85,223,968.13
2012-04-03 11:00:00,-4.53,29.59,15.85,220.17,968.1
2012-04-03 12:00:00,-4.7,32.8,14.78,223.75,968.1
2012-04-03 13:00:00,-4.54,33.72,15.25,226,968.85
2012-04-03 14:00:00,-4.47,34.69,15.94,229.62,969
2012-04-03 15:00:00,-4.57,35.41,16.17,230.84,969.72
2012-04-03 16:00:00,-4.94,41.32,15.69,234.39,970.45
2012-04-03 17:00:00,-5.17,45.37,14.95,232.5,971
2012-04-03 18:00:00,-5.2,44.72,14.24,237.55,971.93
2012-04-03 19:00:00,-5.52,48.78,12.53,235.94,972.94
2012-04-03 20:00:00,-5.61,50.29,10.77,243.4,973
2012-04-03 21:00:00,-6.11,54.21,8.96,247.5,973.67
2012-04-03 22:00:00,-6.51,60.44,9.29,245.54,974
2012-04-03 23:00:00,-6.68,63.87,10.06,238.37,974.15
2012-04-04 00:00:00,-6.79,64.91,9.45,231.45,975
2012-04-04 01:00:00,-6.71,60.58,8.88,236.37,975
2012-04-04 02:00:00,-6.92,57.78,6.94,237.95,975
2012-04-04 03:00:00,-7.02,55.43,6.46,237.42,975
2012-04-04 04:00:00,-7.2,55.84,5.04,260.45,975
2012-04-04 05:00:00,-7.52,53.94,3.54,287.47,975
2012-04-04 06:00:00,-8.14,58.42,1.12,139.33,975
2012-04-04 07:00:00,-8.31,59,1.7,96.52,975.13
2012-04-04 08:00:00,-8.34,60.13,2,111.05,975
2012-04-04 09:00:00,-8.46,61.74,1.86,76.15,975
2012-04-04 10:00:00,-8.3,60.04,1.4,70.37,975
2012-04-04 11:00:00,-7.9,58.26,1.79,59.87,975
2012-04-04 12:00:00,-8.28,61.99,1.98,103.49,974.63
2012-04-04 13:00:00,-8.64,63.23,2.3,72.06,974
2012-04-04 14:00:00,-9.14,61.01,2.28,76.61,973.99
2012-04-04 15:00:00,-9.4,65.04,1.75,191.6,973.03
2012-04-04 16:00:00,-10.17,70.97,2.04,256.9,973
2012-04-04 17:00:00,-11.15,75.31,3.46,255.78,973
2012-04-04 18:00:00,-11.45,73.85,2.59,262.11,973
2012-04-04 19:00:00,-11.14,71.72,1.95,276.62,973
2012-04-04 20:00:00,-11.17,70.84,1.67,284.57,973
2012-04-04 21:00:00,-11.16,54.24,2.87,240.46,972.66
2012-04-04 22:00:00,-11.19,52.7,1.19,215.33,972
2012-04-04 23:00:00,-11.12,56.13,0.51,142.72,971.81
2012-04-05 00:00:00,-11.35,62.14,2.92,108.41,971
2012-04-05 01:00:00,-11.76,60.7,2.82,171.83,970.86
2012-04-05 02:00:00,-11.79,56.54,6.73,179.17,970
2012-04-05 03:00:00,-13.23,56.91,10.3,179.22,969.27
2012-04-05 04:00:00,-13.52,46.48,11.38,188.73,968.91
2012-04-05 05:00:00,-14.32,51.82,10.98,177.14,968.09
2012-04-05 06:00:00,-14.49,48.24,13.05,185.74,968
2012-04-05 07:00:00,-13.9,46.71,12.77,182.99,967.49
2012-04-05 08:00:00,-13.65,43.19,12.62,181.76,967
2012-04-05 09:00:00,-13.49,44.51,12.09,178.36,967
2012-04-05 10:00:00,-13.06,44.98,11.74,177.44,966.25
2012-04-05 11:00:00,-13.24,46.82,10.08,189.19,966
2012-04-05 12:00:00,-12.44,45.81,6.8,202.42,965.61
2012-04-05 13:00:00,-12.81,45.23,6.95,213.16,965.73
2012-04-05 14:00:00,-13.12,44.62,7.51,201.26,965
2012-04-05 15:00:00,-13.27,42.3,5.35,197.55,965
2012-04-05 16:00:00,-13.96,42.87,4.97,194.1,965
2012-04-05 17:00:00,-14.09,40.09,7.77,202.85,965
2012-04-05 18:00:00,-14.4,41.19,8.49,176.44,965
2012-04-05 19:00:00,-15.32,43.43,11.69,182.88,965
2012-04-05 20:00:00,-14.95,40.69,11.99,187.12,965
2012-04-05 21:00:00,-15.23,41.16,11.36,187.06,965
2012-04-05 22:00:00,-15.71,43.08,11.02,185.49,965.16
2012-04-05 23:00:00,-15.32,40.42,11.49,189.6,966
2012-04-06 00:00:00,-14.83,38.88,11.18,194.47,966.32
2012-04-06 01:00:00,-14.02,36.12,10.17,200.14,967
2012-04-06 02:00:00,-14.14,35.65,9.72,198.08,967.2
2012-04-06 03:00:00,-14.68,38.14,11.27,195.95,968
2012-04-06 04:00:00,-14.14,37.28,9.79,201.82,968.68
2012-04-06 05:00:00,-15,40.47,9.87,189.51,969
2012-04-06 06:00:00,-14.86,40.53,10.38,187.97,969.96
2012-04-06 07:00:00,-14.34,40.48,11.34,187.11,970.05
2012-04-06 08:00:00,-13.82,39.16,11.81,190.48,970.99
2012-04-06 09:00:00,-13.26,38.8,12.4,193.59,971.44
2012-04-06 10:00:00,-11.99,38.01,10.26,202.43,972.54
2012-04-06 11:00:00,-11.59,40.65,10.45,208.38,973
2012-04-06 12:00:00,-11.13,43.31,8.37,219.14,973.86
2012-04-06 13:00:00,-10.69,42.49,9.06,213.62,974
2012-04-06 14:00:00,-10.88,43.78,8.93,213.66,974.01
2012-04-06 15:00:00,-11.03,42.95,10.63,207.06,974.84
2012-04-06 16:00:00,-11.17,42.13,10.98,203.69,975.47
2012-04-06 17:00:00,-11.16,41.83,11.13,205.19,976.02
2012-04-06 18:00:00,-11.13,41.54,10.94,204.92,977
2012-04-06 19:00:00,-11.16,40.68,10.51,201.04,977.31
2012-04-06 20:00:00,-10.68,39.67,10.08,200.55,978
2012-04-06 21:00:00,-10.33,37.09,9.71,203.65,978.53
2012-04-06 22:00:00,-10.6,39,9.18,198.38,979
2012-04-06 23:00:00,-11.37,41.28,9.39,191.59,979.63
2012-04-07 00:00:00,-12.24,42.32,9.63,187.83,980
